"","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64"
"AC005041.1",1,1,1,1,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"AC005041.2",1,1,1,1,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"AC005046.1",1,0.5,1,1,1,2.5,1,1,1,0.5,2,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,1,1,1.5,1,1,1,1,1,1
"AC005062.1",1.5,1,1,1.5,2.5,2.5,1,1,1,1.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,2,3,1,1,1.5,2,1,1
"AC005070.3",1,0.5,1,1,1,2.5,1,1,1,0.5,1.5,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,1,1,1.5,1,1,1,1,1,1
"AC005077.4",1,1,1,1,2,2,1,1,1,0.5,1.5,1,1,1.5,1,1,1.5,1,1,1,1,2,1,2,1,2.5,1,1,1,2,1,1
"AC005082.1",1.5,1,1,1.5,2.5,2.5,1,1,1,1.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,2,3,1,1,1.5,2,1,1
"AC005083.1",1.5,1,1,1.5,2.5,2.5,1,1,1,1.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,2,3,1,1,1.5,2,1,1
"AC005089.1",1,1,1,1,2,2,1,1,1,0.5,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,1,2.5,1,1,1,2,1,1
"AC005099.1",1,0.5,1,1,1,2.5,1,1,1,0.5,1.5,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,1,1,1.5,1,1,1,1,1,1
"AC005104.1",1.5,1,1,1,2,2,1,1,1,1,1,0.5,1,1.5,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"AC005154.2",1.5,1,1,1.5,2.5,2.5,1,1,1,1.5,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,2,1.5,1,1,1.5,2,1,1
"AC005162.2",1.5,1,1,1.5,2.5,2.5,1,1,1,1.5,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,2,1.5,1,1,1.5,2,1,1
"AC005165.1",1.5,1,1,1.5,2.5,2.5,1,1,1,1.5,2,1,1,1.5,1,1,2.5,1,1,1,1,1,1,2,2,3,1,1,1.5,2,1,1
"AC005180.1",1,0.5,1,1,1.5,1,1,1,1,1.5,1.5,1.5,1,1,1,0.5,1.5,1,1,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1.5
"AC005180.2",1,0.5,1,1,1.5,1,1,1,1,1.5,1.5,1.5,1,1,1,0.5,1.5,1,1,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1.5
"AC005229.4",1,0.5,1,1,1,2.5,1,1,1,0.5,1.5,1,1,1,1,1,1.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"AC005253.1",1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"AC005261.1",1,1,1,1,1.5,1,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,2,1,1,1,1,1,2
"AC005261.5",1,1,1,1,1.5,1,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,2,1,1,1,1,1,2
"AC005280.1",0.5,0.5,1,1,1.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1
"AC005329.3",1,1,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,2
"AC005336.1",1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"AC005343.4",3,0.5,1,1,2,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1.5,0.5,1,1,2,1,1.5
"AC005358.1",1,0.5,1,0.5,2,1,1,1,0.5,0.5,1.5,1,1,0.5,1,1,1,1,1,1,0.5,1,0.5,1,1,0.5,0.5,1,1,1,1,1.5
"AC005400.1",1.5,1,1,1.5,2,2.5,1,1,1,1.5,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,2,1.5,1,1,1.5,2,1,1
"AC005476.2",0.5,0.5,1,1,1.5,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1
"AC005480.1",0.5,0.5,1,1,1.5,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1
"AC005498.3",1,1,1,1,1.5,1,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,2,1,1,1,1,1,2
"AC005519.1",0.5,0.5,1,1,1.5,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1
"AC005520.2",0.5,0.5,1,1,1.5,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1
"AC005532.1",1.5,1.5,1,1.5,2.5,2.5,1,1,1,1.5,2,1.5,1,1.5,1,1,1.5,1,1,1,1,1,1,2,2,3,1,1,1.5,2,1,1
"AC005537.1",1.5,1,1,1.5,2,2.5,1,1,1,1.5,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,2,1.5,1,1,1.5,2,1,1
"AC005550.2",1.5,1,1,1.5,2.5,2.5,1,1,1,1.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,2,3,1,1,1.5,2,1,1
"AC005551.1",1,1,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,2
"AC005562.1",1,0.5,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1,2,1,1.5
"AC005594.1",1,1,1,1,1.5,1.5,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"AC005618.1",0.5,1,1,1.5,1.5,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1.5,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1
"AC005622.1",1,1,1,1,1.5,1,1,1,1,1,3,2.5,1,1,1,1,1,1,1,1,1,1,0.5,1.5,1.5,2,1,1,1,1,1,2
"AC005670.3",1,0.5,1,1,1.5,1,1,1,1,1.5,2.5,1.5,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1.5
"AC005674.1",1,0.5,1,0.5,2,1,1,1,0.5,0.5,0.5,1,1,1.5,1,1,1.5,1,1,1,0.5,1,0.5,2.5,2,1.5,1,1,1,0.5,1,1.5
"AC005682.1",1.5,1,1,1.5,2.5,2.5,1,1,1,1.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,2,3,1,1,1.5,2,1,1
"AC005695.1",1,0.5,1,0.5,2,1,1,1,0.5,0.5,1.5,1,1,1.5,1,1,1,1,1,1,0.5,1,0.5,1,1,0.5,0.5,1,1,1,1,1.5
"AC005699.1",1,0.5,1,1,1.5,1,1,1,0.5,0.5,0.5,1,1,1.5,1,1,1.5,1,1,1,0.5,1,0.5,1.5,2,1.5,1,1,1,0.5,1,1.5
"AC005722.4",1,0.5,1,0.5,2,1,1,1,0.5,2,1.5,1,1,0,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,1,1,2,1,1.5
"AC005725.1",1,0.5,1,0.5,2,1,1,1,0.5,0.5,1.5,1,1,0,1,1,1,1,1,1,0.5,1,0.5,1,1,0.5,0.5,1,1,1,1,1.5
"AC005746.1",1,0.5,1,1,1.5,1.5,1,1,1,2,1.5,1.5,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1.5,1,1,1,2,2,1,1.5
"AC005753.3",0.5,1,1,1.5,1.5,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1
"AC005833.1",1,0.5,1,1,2,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1.5,0.5,1,1,2,1,1.5
"AC005840.1",2,0.5,1,1,2,1,1,1,1,1,1.5,1.5,1,1,1,1,2,1,1,1,1.5,1,1,1.5,1,1,0.5,1,1,2,1,1.5
"AC005840.2",2,0.5,1,1,2,1,1,1,1,1,1.5,1.5,1,1,1,1,2,1,1,1,1.5,1,1,1.5,1,1,0.5,1,1,2,1,1.5
"AC005840.3",2,0.5,1,1,2,1,1,1,1,1,1.5,1.5,1,1,1,1,2,1,1,1,1.5,1,1,1.5,1,1,0.5,1,1,2,1,1.5
"AC005840.4",2,0.5,1,1,2,1,1,1,1,1,1.5,1.5,1,1,1,1,2,1,1,1,1.5,1,1,1.5,1,1,0.5,1,1,2,1,1.5
"AC005856.1",1,0.5,1,1,1.5,1.5,1,1,1,2,1.5,1.5,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1.5
"AC005899.8",1,0.5,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1,1,1,2,1,1.5
"AC005906.2",1,0.5,1,1,2,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1.5,0.5,1,1,2,1,1.5
"AC005912.1",2,0.5,1,1,2,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1.5,0.5,1,2,2,1,1.5
"AC005998.1",1,0.5,1,1,1,2.5,1,1,1,0.5,1.5,0.5,1,1,1,1,1.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"AC006001.2",2,1,1,1,1,3,1,1,1,0.5,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,1,2.5,1,1,1,2,1,1
"AC006001.3",2,1,1,1,1,3,1,1,1,0.5,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1.5,2,1,2.5,1,1,1,2,1,1
"AC006007.1",1,0.5,1,1,1,2.5,1,1,1,0.5,1.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"AC006008.1",1,0.5,1,1,1,2.5,1,1,1,0.5,1.5,1,1,1,1,1,1.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"AC006033.2",1.5,1,1,1.5,2,2.5,1,1,1,1.5,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,2,1.5,1,1,1.5,2,1,1
"AC006042.1",1.5,1.5,1,1.5,2.5,2.5,1,1,1,1.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,2,3,1,1,1.5,2,1,1
"AC006042.2",1.5,1.5,1,1.5,2.5,2.5,1,1,1,1.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,2,3,1,1,1.5,2,1,1
"AC006059.1",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"AC006059.5",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"AC006077.2",0.5,1,1,1.5,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1.5,1,1,1,0.5,1,1,2,1,1,0.5,1,1,1,1,1
"AC006111.2",1,0.5,1,1.5,1.5,1,1,1,1,1,0.5,0.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1.5,0.5,1,1,1.5,1,1.5
"AC006115.2",1,1,1,1,1.5,1,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,2,1,1,1,1,1,2
"AC006116.9",1,1,1,1,1.5,1,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,2,1,1,1,1,1,2
"AC006122.1",2,0.5,1,1,2,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1.5,0.5,1,2,2,1,1.5
"AC006128.1",1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"AC006130.3",1,1,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,2
"AC006141.1",1,0.5,1,1,1.5,1.5,1,1,1,1.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1.5
"AC006148.1",1,0.5,1,1,1,2.5,1,1,1,0.5,1.5,1,1,1.5,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"AC006160.1",1,0.5,1,1,2,1,1,1,0.5,0.5,0.5,1,1,1.5,1,1,1.5,1,1,1,0.5,1,0.5,1.5,2,1.5,1,1,1,0.5,1,1.5
"AC006213.1",1,1,1,1,1.5,1,1,1,1,1,3,2.5,1,1,1,1,1,1,1,1,1,1,0.5,1.5,1.5,2,1,1,1,1,1,2
"AC006213.2",1,1,1,1,1.5,1,1,1,1,1,3,2.5,1,1,1,1,1,1,1,1,1,1,0.5,1.5,1.5,2,1,1,1,1,1,2
"AC006213.3",1,1,1,1,1.5,1,1,1,1,1,3,2.5,1,1,1,1,1,1,1,1,1,1,0.5,1.5,1.5,2,1,1,1,1,1,2
"AC006213.6",1,1,1,1,1.5,1,1,1,1,1,3,2.5,1,1,1,1,1,1,1,1,1,1,0.5,1.5,1.5,2,1,1,1,1,1,2
"AC006230.1",1,0.5,1,1,3,1,1,1,0.5,0.5,0.5,1,1,1.5,1,1,1.5,1,1,1,0.5,1,0.5,2.5,2,1.5,1,1,1,0.5,1,1.5
"AC006254.1",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"AC006262.1",1,1,1,1,1.5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,1,2,1,1,1,1,1,2
"AC006262.4",1,1,1,1,1.5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,1,2,1,1,1,1,1,2
"AC006277.1",1,1,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,2
"AC006330.1",1,1,1,1,2,2,1,1,1,0.5,1.5,1,1,1.5,1,1,1.5,1,1,1,1,2,1,2,1,2.5,1,1,1,2,1,1
"AC006378.1",0.5,0.5,1,1,1,2.5,1,1,1,0.5,1.5,1,1,1.5,1,1,1.5,1,1,1,1,3.5,1,3.5,1,3.5,1,1,1,3.5,1,1
"AC006435.2",1,0.5,1,0.5,2,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,0.5,1,1,1,1.5
"AC006441.1",1,0.5,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1,1,1,0.5,1.5,1,1,1,1,1,1,1,1.5,1,1.5,1,1,2,1,1.5
"AC006449.2",1,0.5,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1,1,1,0.5,1.5,1,1,1,1,1,1,1,1.5,1,1.5,1,1,2,1,1.5
"AC006449.5",1,0.5,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1,1,1,0.5,1.5,1,1,1,1,1,1,1,1.5,1,1.5,1,1,2,1,1.5
"AC006449.6",1,0.5,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1,1,1,0.5,1.5,1,1,1,1,1,1,1,1.5,1,1.5,1,1,2,1,1.5
"AC006460.1",1.5,1,1,1,2,2,1,0.5,1,1,1.5,0.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"AC006460.2",1.5,1,1,1,2,2,1,0.5,1,1,1.5,0.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"AC006483.1",1.5,1.5,1,1.5,2.5,2.5,1,1,1,2.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,2,3,1,1,1.5,2,1,1
"AC006504.1",1,1,1,1,1.5,1.5,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,2,2,1,1,1,3,1,2
"AC006504.5",1,1,1,1,1.5,3.5,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,2,2,1,1,1,3,1,2
"AC006511.3",2,0.5,1,1,2,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,0.5,1,1,2,1,1.5
"AC006538.1",1,1,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,2
"AC006557.6",1,0.5,1,1,2,1.5,1,1,1,1,1.5,1,1,1,1,0.5,3.5,1,1,1,0.5,0.5,0.5,1.5,1,1.5,1,1,1,2,1,1
"AC007038.1",1.5,1,1,1,2,2,1,0.5,1,1,1.5,0.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"AC007098.1",1,1,1,1,1.5,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"AC007114.1",1,0.5,1,1,1.5,1.5,1,1,1,0.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1.5
"AC007114.2",1,0.5,1,1,1.5,1.5,1,1,1,0.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1.5
"AC007161.1",1.5,1.5,1,1.5,2.5,2.5,1,1,1,1.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,2,3,1,1,1.5,2,1,1
"AC007182.1",0.5,0.5,1,1,1.5,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1
"AC007182.2",0.5,0.5,1,1,1.5,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1
"AC007191.1",1,1,1,1,1.5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,1,2,1,1,1,1,1,2
"AC007193.2",1,1,1,1,1.5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,1,2,1,1,1,1,1,2
"AC007238.1",1,1,1,1,1.5,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"AC007240.3",1,1,1,1,1.5,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1,1.5,1,1,1.5,1.5,1,1
"AC007255.1",1.5,1,1,1.5,2.5,2.5,1,1,1,1.5,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,2,1.5,1,1,1.5,2,1,1
"AC007262.2",0.5,0.5,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1
"AC007318.1",1,1,1,1,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"AC007319.1",1.5,1,1,1,2,2,1,0.5,1,1,1.5,0.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"AC007336.1",1.5,0.5,1,0.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1.5,1,1.5,1,1,1,1.5,1,1.5
"AC007342.3",1.5,0.5,1,0.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1.5,1,1.5,1,1,1,1.5,1,1.5
"AC007342.4",1.5,0.5,1,0.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1.5,1,1.5,1,1,1,1.5,1,1.5
"AC007342.5",1.5,0.5,1,0.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1.5,1,1.5,1,1,1,1.5,1,1.5
"AC007342.7",1.5,0.5,1,0.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1.5,1,1.5,1,1,1,1.5,1,1.5
"AC007342.8",1.5,0.5,1,0.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1.5,1,1.5,1,1,1,1.5,1,1.5
"AC007342.9",1.5,0.5,1,0.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1.5,1,1.5,1,1,1,1.5,1,1.5
"AC007389.1",1,1,1,1,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"AC007390.1",1,1,1,1,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"AC007405.1",1.5,1,1,1,2,2,1,0.5,1,1,1.5,0.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"AC007405.3",1.5,1,1,1,2,2,1,0.5,1,1,1.5,0.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"AC007496.3",1.5,0.5,1,0.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1.5,1,1.5,1,1,1,1.5,1,1.5
"AC007541.1",1,0.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1.5,1,1,1.5,1,1,1.5
"AC007569.1",1,0.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1.5,1,1,1.5,1,1,1.5
"AC007608.3",1.5,0.5,1,0.5,1.5,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1.5,1,1.5,1,1,1,1.5,1,1.5
"AC007611.1",1.5,0.5,1,0.5,1.5,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1.5,1,1.5,1,1,1,1.5,1,1.5
"AC007614.1",1.5,0.5,1,0.5,1.5,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1.5,1,1.5,1,1,1,1.5,1,1.5
"AC007619.1",2,0.5,1,1,2,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,0.5,1,1,2,1,1.5
"AC007622.2",1,0.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1.5,1,1,1.5,1,1,1.5
"AC007637.1",1,0.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1.5,1,1,1.5,1,1,1.5
"AC007681.1",1,1,1,1,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,0.5,1,1,1,1,1,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"AC007683.1",2,0.5,1,1,1,2.5,1,1,1,0.5,1.5,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,3,1,1.5,1,1,1,1,1,1
"AC007686.3",0.5,0.5,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1
"AC007688.2",2,0.5,1,1,2,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,0.5,1,1,2,1,1.5
"AC007695.1",1,0.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1.5,1,1,1.5,1,1,1.5
"AC007728.2",1.5,0.5,1,0.5,1.5,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1.5,1,1.5,1,1,1,1.5,1,1.5
"AC007743.1",1,1,1,1,1.5,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"AC007834.2",1,0.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1.5,1,1,2,1,1.5,1,1,1.5,1,1,1.5
"AC007842.1",1,1,1,1,1.5,1,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,1,2,1,1,1,3,1,2
"AC007877.1",1,1,1,1.5,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"AC007878.1",1,1,1,1,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"AC007881.4",1,1,1,1,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"AC007906.2",1.5,0.5,1,0.5,1.5,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1.5,1,1.5,1,1,1,1.5,1,1.5
"AC007920.1",1.5,0.5,1,1.5,1,1.5,1.5,1,0.5,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1.5,1,1
"AC007920.2",1.5,0.5,1,1.5,1,1.5,1.5,1,0.5,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1.5,1,1
"AC007996.1",1,0.5,1,1,1,1.5,1,1,1,2.5,1.5,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1.5,1.5,1.5,1,1,1,1,1,1
"AC007998.3",1,0.5,1,1,1,1.5,1,1,1,2.5,1.5,1,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,1.5,1.5,1.5,0.5,1,1,1,1,1
"AC008014.1",1,0.5,1,1,1.5,1,1,1,0.5,1,1.5,1,1,1,1,1,1,0.5,1,1,1.5,1,1,2,1,1.5,1,1,0.5,2,1,1.5
"AC008026.1",1,0.5,1,1,1.5,1.5,1,1,1,2,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,1,1,2,2,1,1.5
"AC008035.1",1,0.5,1,1,1.5,1,1,1,0.5,1,1.5,1,1,1,1,1,1,0.5,1,1,1.5,1,1,2,1,1.5,1,1,0.5,2,1,1.5
"AC008038.1",1,0.5,1,1,1,2.5,1,1,1,0.5,1.5,1,1,1.5,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"AC008074.2",1,1,1,1,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1,1,1.5,1.5,1,1
